Number,Name,Address,Latitude,Longitude
10009,10009 - HITTORFF,FACE 14 RUE HITTORFF - 75010 PARIS,48.87208360886937,2.35766368561921
12038,12038 - BEL AIR,FACE 12 BOULEVARD PICPUS - 75012 PARIS,48.839988788911874,2.400525668552064
14036,14036 - BOULARD DAGUERRE,14 RUE BOULARD - 75014 PARIS,48.834390797006805,2.329303946545288
17005,17005 - BROCHANT,43 RUE BROCHANT - 75017 PARIS,48.89032998912038,2.319730559929781
16019,16019 - HENRI MARTIN,FACE 98 AV. HENRI MARTIN - 75016 PARIS,48.863025315388256,2.268806550199479
13106,13106 - BOBILLOT MERY,17 RUE BOBILLOT - 75013 PARIS,48.82987537265954,2.35424653463425
10111,10111 - JEMMAPES,100 QUAI DE JEMMAPES - 75010 PARIS,48.8734627987082,2.36403505925044
35008,35008 - LOLIVE 2 (PANTIN),132 RUE JEAN LOLIVE - 93500 PANTIN,48.89271966633131,2.412529571472175
19022,19022 - MEAUX - SECRETAN,53 RUE DE MEAUX - 75019 PARIS,48.8813548433424,2.37333118915558
19109,19109 - PLACE DU MAROC,27 RUE DE TANGER - 75019 PARIS,48.886233417429835,2.368856390499634
8048,08048 - MARCEAU,45 AVENUE MARCEAU - 75008 PARIS,48.868851708234864,2.298514048803577
9014,09014 - FAUBOURG MONTMARTRE,55 RUE DU FAUBOURG MONTMARTRE - 75009 PARIS,48.875329723153264,2.340772662331439
9108,09108 - ROCHECHOUART MAUBEUGE,25 RUE DE ROCHECHOUART - 75009 PARIS,48.87789001497427,2.344785602987212
13009,13009 - BLANQUI CORVISART,46 BOULEVARD AUGUSTE BLANQUI - 75013 PARIS,48.82998371071962,2.350403587821832
19006,19006 - MATHIS,6 RUE MATHIS - 75019 PARIS,48.89067812943125,2.376142468863619
17009,17009 - BODIN AVENUE DE CLICHY,2 RUE PAUL BODIN - 75017 PARIS,48.89263392143244,2.317313258110739
12106,12106 - BARTHES TROYES,3 RUE ROLAND BARTHES - 75012 PARIS,48.84394917584249,2.37908134343237
19125,19125 - LEDIT DE NANTES,PLACE LEDIT DE NANTES - 75019 PARIS,48.8887900267753,2.378500156138491
42703,42703 - FONTAINEBLEAU (KREMLIN BICETRE),93 AVENUE DE FONTAINEBLEAU - 94270 LE KREMLIN BICETRE,48.8095823380351,2.36268350990116
8016,08016 - SQUARE LOUIS XVI,DEV 32 RUE PASQUIER - 75008 PARIS,48.87320440102894,2.323658830743138
15025,15025 - AMETTE,26 RUE DUPLEIX - 75015 PARIS,48.851454182127426,2.296710300930856
5031,05031 - LACEPEDE,2 RUE LACEPEDE - 75005 PARIS,48.84367484543761,2.354615982683207
15033,15033 - VIOLET,5 PLACE VIOLET - 75015 PARIS,48.84479039026177,2.290541560154527
19035,19035 - PORTE CHAUMONT,RUE SIGMUND FREUD / PORTE CHAUMONT - 75019 PARIS,48.88573329985865,2.397846415383189
18041,18041 - MARTYRS 2,FACE 112 BOULEVARD DE ROCHECHOUART - 75018 PARIS,48.88219420395092,2.340651849622331
